x(m),y(m)
0.908175,-0.7033875
0.916925,-0.7033875
0.9256749999999999,-0.7033875
0.934425,-0.7033875
0.908175,-0.6944625
0.916925,-0.6944625
0.9256749999999999,-0.6944625
0.934425,-0.6944625
0.908175,-0.6855375
0.916925,-0.6855375
0.9256749999999999,-0.6855375
0.934425,-0.6855375
0.908175,-0.6766125
0.916925,-0.6766125
0.9256749999999999,-0.6766125
0.934425,-0.6766125
