x(m),y(m)
0.36933125,-0.867265625
0.37809375,-0.867265625
0.38685625,-0.867265625
0.39561874999999996,-0.867265625
0.40438125,-0.867265625
0.41314375000000003,-0.867265625
0.42190625,-0.867265625
0.43066875,-0.867265625
0.36933125,-0.858296875
0.37809375,-0.858296875
0.38685625,-0.858296875
0.39561874999999996,-0.858296875
0.40438125,-0.858296875
0.41314375000000003,-0.858296875
0.42190625,-0.858296875
0.43066875,-0.858296875
0.36933125,-0.849328125
0.37809375,-0.849328125
0.38685625,-0.849328125
0.39561874999999996,-0.849328125
0.40438125,-0.849328125
0.41314375000000003,-0.849328125
0.42190625,-0.849328125
0.43066875,-0.849328125
0.36933125,-0.840359375
0.37809375,-0.840359375
0.38685625,-0.840359375
0.39561874999999996,-0.840359375
0.40438125,-0.840359375
0.41314375000000003,-0.840359375
0.42190625,-0.840359375
0.43066875,-0.840359375
0.36933125,-0.831390625
0.37809375,-0.831390625
0.38685625,-0.831390625
0.39561874999999996,-0.831390625
0.40438125,-0.831390625
0.41314375000000003,-0.831390625
0.42190625,-0.831390625
0.43066875,-0.831390625
0.36933125,-0.822421875
0.37809375,-0.822421875
0.38685625,-0.822421875
0.39561874999999996,-0.822421875
0.40438125,-0.822421875
0.41314375000000003,-0.822421875
0.42190625,-0.822421875
0.43066875,-0.822421875
0.36933125,-0.813453125
0.37809375,-0.813453125
0.38685625,-0.813453125
0.39561874999999996,-0.813453125
0.40438125,-0.813453125
0.41314375000000003,-0.813453125
0.42190625,-0.813453125
0.43066875,-0.813453125
0.36933125,-0.804484375
0.37809375,-0.804484375
0.38685625,-0.804484375
0.39561874999999996,-0.804484375
0.40438125,-0.804484375
0.41314375000000003,-0.804484375
0.42190625,-0.804484375
0.43066875,-0.804484375
0.36933125,-0.795515625
0.37809375,-0.795515625
0.38685625,-0.795515625
0.39561874999999996,-0.795515625
0.40438125,-0.795515625
0.41314375000000003,-0.795515625
0.42190625,-0.795515625
0.43066875,-0.795515625
0.36933125,-0.786546875
0.37809375,-0.786546875
0.38685625,-0.786546875
0.39561874999999996,-0.786546875
0.40438125,-0.786546875
0.41314375000000003,-0.786546875
0.42190625,-0.786546875
0.43066875,-0.786546875
0.36933125,-0.777578125
0.37809375,-0.777578125
0.38685625,-0.777578125
0.39561874999999996,-0.777578125
0.40438125,-0.777578125
0.41314375000000003,-0.777578125
0.42190625,-0.777578125
0.43066875,-0.777578125
0.36933125,-0.768609375
0.37809375,-0.768609375
0.38685625,-0.768609375
0.39561874999999996,-0.768609375
0.40438125,-0.768609375
0.41314375000000003,-0.768609375
0.42190625,-0.768609375
0.43066875,-0.768609375
0.36933125,-0.759640625
0.37809375,-0.759640625
0.38685625,-0.759640625
0.39561874999999996,-0.759640625
0.40438125,-0.759640625
0.41314375000000003,-0.759640625
0.42190625,-0.759640625
0.43066875,-0.759640625
0.36933125,-0.750671875
0.37809375,-0.750671875
0.38685625,-0.750671875
0.39561874999999996,-0.750671875
0.40438125,-0.750671875
0.41314375000000003,-0.750671875
0.42190625,-0.750671875
0.43066875,-0.750671875
0.36933125,-0.741703125
0.37809375,-0.741703125
0.38685625,-0.741703125
0.39561874999999996,-0.741703125
0.40438125,-0.741703125
0.41314375000000003,-0.741703125
0.42190625,-0.741703125
0.43066875,-0.741703125
0.36933125,-0.732734375
0.37809375,-0.732734375
0.38685625,-0.732734375
0.39561874999999996,-0.732734375
0.40438125,-0.732734375
0.41314375000000003,-0.732734375
0.42190625,-0.732734375
0.43066875,-0.732734375
